Cluster,Source,Destination,Cdyn Reduction
Sampler,Gen12DG,Gen12DG,1
Z,Gen12DG,Gen12DG,1
L3Node,Gen12DG,Gen12DG,1
COLOR,Gen11LP,Gen12HP,0.9
COLOR,Gen11,Gen12HP,0.9
COLOR,Gen10LP,Gen12HP,0.882
COLOR,Gen9LPClient,Gen12HP,0.81
COLOR,Gen9LPSoC,Gen12HP,0.81
COLOR,Gen12LP,Gen12HP,1
COLOR,Gen12DG,Gen12HP,1
COLOR,Gen12HP,Gen12HP,1
DSSC,Gen10LP,Gen12HP,0.882
DSSC,Gen11,Gen12HP,0.9
DSSC,Gen11LP,Gen12HP,0.9
DSSC,Gen9LPClient,Gen12HP,0.9
DSSC,Gen9LPSoC,Gen12HP,0.81
DSSC,Gen12DG,Gen12HP,1
DSSC,Gen12HP,Gen12HP,1
EU,Gen11LP,Gen12HP,0.9
EU,Gen11,Gen12HP,0.9
EU,Gen10LP,Gen12HP,0.882
EU,Gen9LPClient,Gen12HP,0.81
EU,Gen9LPSoC,Gen12HP,0.81
EU,Gen12LP,Gen12HP,1
EU,Gen12DG,Gen12HP,1
EU,Gen12HP,Gen12HP,1
FF,Gen11LP,Gen12HP,1.08
FF,Gen11,Gen12HP,1.08
FF,Gen10LP,Gen12HP,1.0584
FF,Gen9LPClient,Gen12HP,0.972
FF,Gen9LPSoC,Gen12HP,0.972
FF,Gen12LP,Gen12HP,1.2
FF,Gen12DG,Gen12HP,1
FF,Gen12HP,Gen12HP,1
GAM,Gen11LP,Gen12HP,0.99
GAM,Gen11,Gen12HP,0.99
GAM,Gen10LP,Gen12HP,0.9702
GAM,Gen9LPClient,Gen12HP,0.891
GAM,Gen9LPSoC,Gen12HP,0.891
GAM,Gen12LP,Gen12HP,1.1
GAM,Gen12DG,Gen12HP,1
GAM,Gen12HP,Gen12HP,1
GTI,Gen11LP,Gen12HP,0.99
GTI,Gen11,Gen12HP,0.99
GTI,Gen10LP,Gen12HP,0.9702
GTI,Gen9LPClient,Gen12HP,0.891
GTI,Gen9LPSoC,Gen12HP,0.891
GTI,Gen12LP,Gen12HP,1.1
GTI,Gen12DG,Gen12HP,1
GTI,Gen12HP,Gen12HP,1
HDC,Gen11LP,Gen12HP,0.945
HDC,Gen11,Gen12HP,0.945
HDC,Gen10LP,Gen12HP,0.9261
HDC,Gen9LPClient,Gen12HP,0.8505
HDC,Gen9LPSoC,Gen12HP,0.8505
HDC,Gen12LP,Gen12HP,1.05
HDC,Gen12DG,Gen12HP,1
HDC,Gen12HP,Gen12HP,1
L3_Bank,Gen11LP,Gen12HP,0.9
L3_Bank,Gen11,Gen12HP,0.9
L3_Bank,Gen10LP,Gen12HP,0.9
L3_Bank,Gen9LPClient,Gen12HP,0.81
L3_Bank,Gen9LPSoC,Gen12HP,0.81
L3_Bank,Gen12LP,Gen12HP,1
L3_Bank,Gen12DG,Gen12HP,1
L3_Bank,Gen12HP,Gen12HP,1
L3Node,Gen11LP,Gen12HP,0.9
L3Node,Gen11,Gen12HP,0.9
L3Node,Gen10LP,Gen12HP,0.882
L3Node,Gen9LPClient,Gen12HP,0.81
L3Node,Gen9LPSoC,Gen12HP,0.81
L3Node,Gen12LP,Gen12HP,1
L3Node,Gen12DG,Gen12HP,1
L3Node,Gen12HP,Gen12HP,1
Other,Gen11LP,Gen12HP,0.9
Other,Gen11,Gen12HP,0.9
Other,Gen10LP,Gen12HP,0.882
Other,Gen9LPClient,Gen12HP,0.81
Other,Gen9LPSoC,Gen12HP,0.81
Other,Gen12LP,Gen12HP,1
Other,Gen12DG,Gen12HP,1
Other,Gen12HP,Gen12HP,1
RC,Gen11LP,Gen12HP,0.9
RC,Gen11,Gen12HP,0.9
RC,Gen10LP,Gen12HP,0.882
RC,Gen9LPClient,Gen12HP,0.81
RC,Gen9LPSoC,Gen12HP,0.81
RC,Gen12LP,Gen12HP,1
RC,Gen12DG,Gen12HP,1
RC,Gen12HP,Gen12HP,1
rFF,Gen11LP,Gen12HP,1.08
rFF,Gen11,Gen12HP,1.08
rFF,Gen10LP,Gen12HP,1.0584
rFF,Gen9LPClient,Gen12HP,0.972
rFF,Gen9LPSoC,Gen12HP,0.972
rFF,Gen12LP,Gen12HP,1.2
rFF,Gen12DG,Gen12HP,1
rFF,Gen12HP,Gen12HP,1
ROSC,Gen11LP,Gen12HP,0.9
ROSC,Gen11,Gen12HP,0.9
ROSC,Gen10LP,Gen12HP,0.882
ROSC,Gen9LPClient,Gen12HP,0.81
ROSC,Gen9LPSoC,Gen12HP,0.81
ROSC,Gen12LP,Gen12HP,1
ROSC,Gen12DG,Gen12HP,1
ROSC,Gen12HP,Gen12HP,1
ROSS,Gen11LP,Gen12HP,0.9
ROSS,Gen11,Gen12HP,0.9
ROSS,Gen10LP,Gen12HP,0.882
ROSS,Gen9LPClient,Gen12HP,0.81
ROSS,Gen9LPSoC,Gen12HP,0.81
ROSS,Gen12LP,Gen12HP,1
ROSS,Gen12DG,Gen12HP,1
ROSS,Gen12HP,Gen12HP,1
Sampler,Gen11LP,Gen12HP,0.72
Sampler,Gen11,Gen12HP,0.72
Sampler,Gen10LP,Gen12HP,0.7056
Sampler,Gen9LPClient,Gen12HP,0.648
Sampler,Gen9LPSoC,Gen12HP,0.648
Sampler,Gen12LP,Gen12HP,0.8
Sampler,Gen12DG,Gen12HP,1
Sampler,Gen12HP,Gen12HP,1
SQIDI,Gen10LP,Gen12HP,0.882
SQIDI,Gen11,Gen12HP,0.9
SQIDI,Gen11LP,Gen12HP,0.9
SQIDI,Gen9LPClient,Gen12HP,0.9
SQIDI,Gen12DG,Gen12HP,1
SQIDI,Gen12HP,Gen12HP,1
UNCORE,Gen10LP,Gen12HP,0.882
UNCORE,Gen11,Gen12HP,0.9
UNCORE,Gen11LP,Gen12HP,0.9
UNCORE,Gen9LPClient,Gen12HP,0.9
UNCORE,Gen12DG,Gen12HP,1
UNCORE,Gen12HP,Gen12HP,1
Z,Gen11LP,Gen12HP,0.9
Z,Gen11,Gen12HP,0.9
Z,Gen10LP,Gen12HP,0.882
Z,Gen9LPClient,Gen12HP,0.81
Z,Gen9LPSoC,Gen12HP,0.81
Z,Gen12LP,Gen12HP,1
Z,Gen12DG,Gen12HP,1
Z,Gen12HP,Gen12HP,1
